Speaker_1,Speaker_2,Speaker_1_Time_Sec,Speaker_2_Time_Sec,Matched_Phrase,Time_Delta_Sec,Distance_Feet,Distance_Meters
Kush,Alicia,1132.692,1124.44,his toys to me,8.252,9286.22,2830.44
Kush,Alicia,1145.835,1138.222,then what do i,7.6128,8566.89,2611.18
Kush,Alicia,1146.17,1138.444,what do i do,7.7256,8693.8,2649.87
Kush,Alicia,1151.62,1143.75,bro i forgive you,7.87,8856.35,2699.41
Kush,Alicia,1166.649,1158.333,and who theyre talking,8.3152,9357.39,2852.13
Kush,Alicia,1166.923,1158.667,who theyre talking to,8.2562,9290.94,2831.87
Kush,Alicia,1167.197,1159.0,theyre talking to so,8.1971,9224.49,2811.62
Kush,Alicia,1167.471,1159.333,talking to so everything,8.1381,9158.04,2791.37
Max,Kush,12.0,18.76,youre the teacher you,6.76,7607.23,2318.68
Max,Kush,12.667,19.167,the teacher you swap,6.5,7314.65,2229.5
Max,Kush,13.333,19.573,teacher you swap places,6.24,7022.06,2140.32
Max,Kush,18.0,22.364,make sure youre sitting,4.364,4910.94,1496.85
Max,Riad,20.0,0.0,so in the beginning,20.0,22506.6,6860.0
Max,Alicia,20.0,10.0,so in the beginning,10.0,11253.3,3430.0
Max,Riad,20.2,1.309,in the beginning were,18.8912,21258.89,6479.7
Max,Kush,20.2,25.14,in the beginning were,4.94,5559.13,1694.42
Max,Alicia,20.2,10.5,in the beginning were,9.7,10915.7,3327.1
Max,Riad,20.4,2.618,the beginning were all,17.7825,20011.18,6099.4
Max,Kush,20.4,25.451,the beginning were all,5.0511,5684.17,1732.53
Max,Alicia,20.4,11.0,the beginning were all,9.4,10578.1,3224.2
Max,Riad,20.6,3.926,beginning were all talking,16.6738,18763.47,5719.1
Max,Kush,20.6,25.762,beginning were all talking,5.1622,5809.2,1770.64
Max,Alicia,20.6,11.5,beginning were all talking,9.1,10240.5,3121.3
Max,Riad,20.8,5.235,were all talking to,15.565,17515.76,5338.8
Max,Kush,20.8,26.073,were all talking to,5.2733,5934.24,1808.75
Max,Alicia,20.8,12.0,were all talking to,8.8,9902.9,3018.4
Max,Riad,21.0,6.544,all talking to each,14.4563,16268.05,4958.49
Max,Kush,21.0,26.384,all talking to each,5.3844,6059.28,1846.86
Max,Alicia,21.0,12.5,all talking to each,8.5,9565.31,2915.5
Max,Riad,21.2,7.853,talking to each other,13.3475,15020.34,4578.19
Max,Kush,21.2,26.696,talking to each other,5.4956,6184.31,1884.98
Max,Alicia,21.2,13.0,talking to each other,8.2,9227.71,2812.6
Max,Riad,21.4,9.161,to each other and,12.2387,13772.63,4197.89
Max,Kush,21.4,27.007,to each other and,5.6067,6309.35,1923.09
Max,Alicia,21.4,13.5,to each other and,7.9,8890.11,2709.7
Max,Riad,21.6,10.47,each other and then,11.13,12524.92,3817.59
Max,Kush,21.6,27.318,each other and then,5.7178,6434.39,1961.2
Max,Alicia,21.6,14.0,each other and then,7.6,8552.51,2606.8
Max,Riad,23.5,15.705,you second minute you,7.795,8771.95,2673.68
Max,Riad,24.0,17.014,second minute you talk,6.9862,7861.84,2396.28
Max,Kush,24.0,29.03,second minute you talk,5.03,5660.41,1725.29
Max,Riad,24.333,18.323,minute you talk to,6.0108,6764.17,2061.72
Max,Kush,24.333,29.575,minute you talk to,5.2417,5898.6,1797.89
Max,Riad,24.667,19.631,you talk to him,5.0354,5666.51,1727.15
Max,Kush,24.667,30.12,you talk to him,5.4533,6136.8,1870.49
Max,Alicia,24.667,16.0,you talk to him,8.6667,9752.86,2972.67
Max,Riad,25.0,20.94,talk to him hes,4.06,4568.84,1392.58
Max,Kush,25.0,30.665,talk to him hes,5.665,6374.99,1943.09
Max,Alicia,25.0,16.5,talk to him hes,8.5,9565.31,2915.5
Max,Riad,26.5,22.673,come over and talk,3.8267,4306.26,1312.55
Max,Kush,26.5,32.967,come over and talk,6.4667,7277.13,2218.07
Max,Alicia,26.5,19.0,come over and talk,7.5,8439.97,2572.5
Max,Riad,26.75,22.918,over and talk to,3.8322,4312.51,1314.45
Max,Kush,26.75,33.189,over and talk to,6.4389,7245.87,2208.54
Max,Alicia,26.75,19.333,over and talk to,7.4167,8346.2,2543.92
Max,Riad,27.0,23.162,and talk to you,3.8378,4318.77,1316.36
Max,Kush,27.0,33.411,and talk to you,6.4111,7214.62,2199.01
Max,Alicia,27.0,19.667,and talk to you,7.3333,8252.42,2515.33
Max,Riad,27.25,23.407,talk to you minute,3.8433,4325.02,1318.26
Max,Kush,27.25,33.633,talk to you minute,6.3833,7183.36,2189.48
Max,Riad,27.5,23.651,to you minute three,3.8489,4331.27,1320.17
Max,Kush,27.5,33.856,to you minute three,6.3556,7152.1,2179.96
Max,Riad,27.75,23.896,you minute three ill,3.8544,4337.52,1322.07
Max,Kush,27.75,34.078,you minute three ill,6.3278,7120.84,2170.43
Max,Riad,28.0,24.14,minute three ill like,3.86,4343.77,1323.98
Max,Riad,28.2,24.38,three ill like talk,3.82,4298.76,1310.26
Max,Riad,28.4,24.62,ill like talk to,3.78,4253.75,1296.54
Max,Riad,28.6,24.86,like talk to you,3.74,4208.73,1282.82
Max,Riad,28.8,25.1,talk to you or,3.7,4163.72,1269.1
Max,Kush,28.8,34.927,talk to you or,6.1267,6894.52,2101.45
Max,Alicia,28.8,21.75,talk to you or,7.05,7933.58,2418.15
Max,Riad,29.0,25.34,to you or something,3.66,4118.71,1255.38
Max,Kush,29.0,35.136,to you or something,6.1356,6904.52,2104.5
Max,Alicia,29.0,22.0,to you or something,7.0,7877.31,2401.0
Max,Riad,29.2,25.58,you or something right,3.62,4073.69,1241.66
Max,Kush,29.2,35.344,you or something right,6.1444,6914.53,2107.54
Max,Riad,29.4,25.82,or something right basically,3.58,4028.68,1227.94
Max,Kush,29.4,35.553,or something right basically,6.1533,6924.53,2110.59
Max,Riad,29.6,26.06,something right basically the,3.54,3983.67,1214.22
Max,Kush,29.6,35.762,something right basically the,6.1622,6934.53,2113.64
Max,Riad,29.8,26.3,right basically the teacher,3.5,3938.65,1200.5
Max,Kush,29.8,35.971,right basically the teacher,6.1711,6944.54,2116.69
Max,Riad,30.0,26.58,basically the teacher should,3.42,3848.63,1173.06
Max,Kush,30.0,36.18,basically the teacher should,6.18,6954.54,2119.74
Max,Alicia,30.0,23.0,basically the teacher should,7.0,7877.31,2401.0
Max,Riad,30.286,26.853,the teacher should be,3.433,3863.24,1177.51
Max,Kush,30.286,36.433,the teacher should be,6.1476,6918.1,2108.63
Max,Alicia,30.286,23.3,the teacher should be,6.9857,7861.23,2396.1
Max,Riad,30.571,27.125,teacher should be talking,3.446,3877.86,1181.97
Max,Kush,30.571,36.687,teacher should be talking,6.1152,6881.66,2097.53
Max,Alicia,30.571,23.6,teacher should be talking,6.9714,7845.16,2391.2
Max,Riad,30.857,27.398,should be talking oneonone,3.459,3892.47,1186.42
Max,Kush,30.857,36.94,should be talking oneonone,6.0829,6845.22,2086.42
Max,Riad,31.143,27.671,be talking oneonone to,3.4719,3907.09,1190.88
Max,Kush,31.143,37.193,be talking oneonone to,6.0505,6808.78,2075.31
Max,Riad,31.429,27.944,talking oneonone to one,3.4849,3921.7,1195.33
Max,Kush,31.429,37.447,talking oneonone to one,6.0181,6772.34,2064.21
Max,Riad,31.714,28.216,oneonone to one student,3.4979,3936.32,1199.79
Max,Kush,31.714,37.7,oneonone to one student,5.9857,6735.9,2053.1
Max,Riad,32.0,28.489,to one student only,3.5109,3950.93,1204.24
Max,Kush,32.0,37.953,to one student only,5.9533,6699.46,2041.99
Max,Alicia,32.0,24.8,to one student only,7.2,8102.38,2469.6
Max,Riad,36.0,32.58,yes do you press,3.42,3848.63,1173.06
Max,Kush,36.0,41.86,yes do you press,5.86,6594.43,2009.98
Max,Alicia,36.0,28.0,yes do you press,8.0,9002.64,2744.0
Max,Kush,36.333,42.173,do you press the,5.84,6571.93,2003.12
Max,Alicia,36.333,28.333,do you press the,8.0,9002.64,2744.0
Max,Kush,36.667,42.487,you press the record,5.82,6549.42,1996.26
Max,Alicia,36.667,28.667,you press the record,8.0,9002.64,2744.0
Max,Kush,37.0,42.8,press the record yeah,5.8,6526.91,1989.4
Max,Alicia,37.0,29.0,press the record yeah,8.0,9002.64,2744.0
Max,Kush,37.333,43.113,the record yeah when,5.78,6504.41,1982.54
Max,Kush,37.667,43.427,record yeah when he,5.76,6481.9,1975.68
Max,Kush,38.0,43.74,yeah when he stops,5.74,6459.39,1968.82
Max,Riad,40.0,36.247,when he stops is,3.7533,4223.74,1287.39
Max,Kush,40.0,45.14,when he stops is,5.14,5784.2,1763.02
Max,Alicia,40.0,32.0,when he stops is,8.0,9002.64,2744.0
Max,Riad,40.333,36.58,he stops is when,3.7533,4223.74,1287.39
Max,Kush,40.333,45.933,he stops is when,5.6,6301.85,1920.8
Max,Alicia,40.333,32.571,he stops is when,7.7619,8734.7,2662.33
Max,Kush,40.667,46.727,stops is when we,6.06,6819.5,2078.58
Max,Alicia,40.667,33.143,stops is when we,7.5238,8466.77,2580.67
Max,Riad,44.0,38.58,okay i have a,5.42,6099.29,1859.06
Max,Alicia,44.0,36.0,okay i have a,8.0,9002.64,2744.0
Max,Riad,44.571,39.58,i have a white,4.9914,5617.0,1712.06
Max,Kush,44.571,50.574,i have a white,6.0029,6755.2,2058.98
Max,Alicia,44.571,36.429,i have a white,8.1429,9163.4,2793.0
Max,Kush,45.143,51.249,have a white block,6.1057,6870.94,2094.26
Max,Kush,45.714,51.923,a white block here,6.2086,6986.69,2129.54
Max,Riad,48.0,45.58,hey max how are,2.42,2723.3,830.06
Max,Riad,49.0,46.08,max how are you,2.92,3285.96,1001.56
Max,Riad,50.0,46.58,how are you today,3.42,3848.63,1173.06
Max,Riad,50.5,46.83,are you today im,3.67,4129.96,1258.81
Max,Riad,51.0,47.08,you today im good,3.92,4411.29,1344.56
Max,Riad,54.0,51.58,what you got going,2.42,2723.3,830.06
Max,Riad,54.4,51.78,you got going on,2.62,2948.36,898.66
Max,Riad,58.0,52.58,i got my red,5.42,6099.29,1859.06
Max,Alicia,58.0,50.0,i got my red,8.0,9002.64,2744.0
Max,Riad,64.667,59.62,what color is this,5.0467,5679.17,1731.01
Max,Riad,64.667,60.62,what color is this,4.0467,4553.84,1388.01
Max,Alicia,64.667,59.0,what color is this,5.6667,6376.87,1943.67
Max,Riad,68.0,59.62,what color is this,8.38,9430.27,2874.34
Max,Riad,68.0,60.62,what color is this,7.38,8304.94,2531.34
Max,Alicia,68.0,59.0,what color is this,9.0,10127.97,3087.0
Max,Riad,68.333,61.37,color is this come,6.9633,7836.05,2388.42
Max,Riad,68.667,62.12,is this come on,6.5467,7367.16,2245.51
Max,Riad,70.5,64.62,i dont know we,5.88,6616.94,2016.84
Max,Alicia,70.5,61.0,i dont know we,9.5,10690.63,3258.5
Max,Riad,71.0,64.953,dont know we did,6.0467,6804.5,2074.01
Max,Alicia,71.0,61.667,dont know we did,9.3333,10503.08,3201.33
Max,Riad,71.5,65.287,know we did this,6.2133,6992.05,2131.17
Max,Alicia,71.5,62.333,know we did this,9.1667,10315.52,3144.17
Max,Riad,72.0,65.62,we did this yesterday,6.38,7179.61,2188.34
Max,Alicia,72.0,63.0,we did this yesterday,9.0,10127.97,3087.0
Max,Alicia,72.4,63.5,did this yesterday so,8.9,10015.44,3052.7
Max,Riad,76.667,69.62,this is blue blue,7.0467,7929.83,2417.01
Max,Riad,77.333,70.62,is blue blue blue,6.7133,7554.72,2302.67
Max,Riad,78.0,71.62,blue blue blue blue,6.38,7179.61,2188.34
Max,Riad,78.0,72.62,blue blue blue blue,5.38,6054.28,1845.34
Max,Riad,78.0,73.62,blue blue blue blue,4.38,4928.95,1502.34
Max,Riad,78.0,74.62,blue blue blue blue,3.38,3803.62,1159.34
Max,Riad,78.0,75.62,blue blue blue blue,2.38,2678.29,816.34
Max,Riad,86.0,81.62,what is this one,4.38,4928.95,1502.34
Max,Riad,92.667,88.16,my doodoo okay class,4.5067,5071.49,1545.79
Max,Riad,93.333,88.91,doodoo okay class class,4.4233,4977.71,1517.2
Max,Riad,106.0,100.66,okay class class can,5.34,6009.26,1831.62
Max,Alicia,106.0,98.0,okay class class can,8.0,9002.64,2744.0
Max,Riad,106.667,101.66,class class can you,5.0067,5634.15,1717.29
Max,Kush,106.667,111.728,class class can you,5.0613,5695.67,1736.04
Max,Alicia,106.667,98.4,class class can you,8.2667,9302.73,2835.47
Max,Riad,107.333,102.104,class can you guys,5.2289,5884.23,1793.51
Max,Kush,107.333,112.236,class can you guys,4.9027,5517.12,1681.61
Max,Alicia,107.333,98.8,class can you guys,8.5333,9602.82,2926.93
Max,Riad,108.0,102.549,can you guys see,5.4511,6134.3,1869.73
Max,Kush,108.0,112.744,can you guys see,4.744,5338.57,1627.19
Max,Alicia,108.0,99.2,can you guys see,8.8,9902.9,3018.4
Max,Riad,108.286,102.993,you guys see the,5.2924,5955.68,1815.29
Max,Kush,108.286,113.252,you guys see the,4.9663,5588.71,1703.44
Max,Alicia,108.286,99.6,you guys see the,8.6857,9774.29,2979.2
Max,Riad,108.571,103.438,guys see the board,5.1337,5777.05,1760.84
Max,Kush,108.571,113.76,guys see the board,5.1886,5838.86,1779.68
Max,Alicia,108.571,100.0,guys see the board,8.5714,9645.69,2940.0
Max,Riad,108.857,103.882,see the board properly,4.9749,5598.43,1706.4
Max,Kush,108.857,114.268,see the board properly,5.4109,6089.0,1855.92
Max,Alicia,108.857,100.4,see the board properly,8.4571,9517.08,2900.8
Max,Kush,109.143,114.776,the board properly yeah,5.6331,6339.14,1932.17
Max,Alicia,109.143,100.8,the board properly yeah,8.3429,9388.47,2861.6
Max,Kush,109.429,115.284,board properly yeah i,5.8554,6589.29,2008.41
Max,Alicia,109.429,101.2,board properly yeah i,8.2286,9259.86,2822.4
Max,Kush,109.714,115.792,properly yeah i can,6.0777,6839.43,2084.66
Max,Alicia,109.714,101.6,properly yeah i can,8.1143,9131.25,2783.2
Max,Kush,110.0,116.3,yeah i can see,6.3,7089.58,2160.9
Max,Alicia,110.0,102.0,yeah i can see,8.0,9002.64,2744.0
Max,Riad,110.333,105.66,i can see the,4.6733,5259.04,1602.95
Max,Kush,110.333,116.6,i can see the,6.2667,7052.07,2149.47
Max,Alicia,110.333,102.333,i can see the,8.0,9002.64,2744.0
Max,Riad,110.667,106.06,can see the board,4.6067,5184.02,1580.09
Max,Kush,110.667,116.9,can see the board,6.2333,7014.56,2138.03
Max,Alicia,110.667,102.667,can see the board,8.0,9002.64,2744.0
Max,Riad,111.0,106.46,see the board okay,4.54,5109.0,1557.22
Max,Riad,111.333,106.86,the board okay so,4.4733,5033.98,1534.35
Max,Riad,111.667,107.26,board okay so today,4.4067,4958.95,1511.49
Max,Riad,112.0,107.66,okay so today were,4.34,4883.93,1488.62
Max,Alicia,112.0,105.0,okay so today were,7.0,7877.31,2401.0
Max,Riad,112.222,108.66,so today were going,3.5622,4008.68,1221.84
Max,Kush,112.222,118.1,so today were going,5.8778,6614.44,2016.08
Max,Alicia,112.222,105.15,so today were going,7.0722,7958.58,2425.77
Max,Riad,112.444,108.827,today were going to,3.6178,4071.19,1240.9
Max,Kush,112.444,118.307,today were going to,5.8622,6596.93,2010.74
Max,Alicia,112.444,105.3,today were going to,7.1444,8039.86,2450.54
Max,Riad,112.667,108.993,were going to be,3.6733,4133.71,1259.95
Max,Riad,112.667,110.66,were going to be,2.0067,2258.16,688.29
Max,Kush,112.667,118.513,were going to be,5.8467,6579.43,2005.41
Max,Kush,112.667,120.58,were going to be,7.9133,8905.11,2714.27
Max,Alicia,112.667,105.45,were going to be,7.2167,8121.13,2475.32
Max,Alicia,112.667,106.95,were going to be,5.7167,6433.14,1960.82
Max,Riad,112.889,109.16,going to be going,3.7289,4196.23,1279.01
Max,Kush,112.889,118.72,going to be going,5.8311,6561.92,2000.07
Max,Alicia,112.889,105.6,going to be going,7.2889,8202.41,2500.09
Max,Riad,113.111,109.327,to be going over,3.7844,4258.75,1298.06
Max,Kush,113.111,118.927,to be going over,5.8156,6544.42,1994.74
Max,Alicia,113.111,105.75,to be going over,7.3611,8283.68,2524.86
Max,Riad,113.333,109.493,be going over what,3.84,4321.27,1317.12
Max,Kush,113.333,119.133,be going over what,5.8,6526.91,1989.4
Max,Alicia,113.333,105.9,be going over what,7.4333,8364.95,2549.63
Max,Riad,113.556,109.66,going over what type,3.8956,4383.79,1336.18
Max,Kush,113.556,119.34,going over what type,5.7844,6509.41,1984.06
Max,Alicia,113.556,106.05,going over what type,7.5056,8446.23,2574.41
Max,Riad,113.778,109.827,over what type of,3.9511,4446.3,1355.23
Max,Kush,113.778,119.547,over what type of,5.7689,6491.9,1978.73
Max,Alicia,113.778,106.2,over what type of,7.5778,8527.5,2599.18
Max,Riad,114.0,109.993,what type of animal,4.0067,4508.82,1374.29
Max,Kush,114.0,119.753,what type of animal,5.7533,6474.4,1973.39
Max,Alicia,114.0,106.35,what type of animal,7.65,8608.77,2623.95
Max,Riad,114.182,110.16,type of animal were,4.0218,4525.87,1379.48
Max,Kush,114.182,119.96,type of animal were,5.7782,6502.36,1981.92
Max,Alicia,114.182,106.5,type of animal were,7.6818,8644.58,2634.86
Max,Riad,114.364,110.327,of animal were going,4.037,4542.92,1384.68
Max,Kush,114.364,120.167,of animal were going,5.803,6530.32,1990.44
Max,Alicia,114.364,106.65,of animal were going,7.7136,8680.39,2645.78
Max,Riad,114.545,110.493,animal were going to,4.0521,4559.97,1389.88
Max,Kush,114.545,120.373,animal were going to,5.8279,6558.29,1998.96
Max,Alicia,114.545,106.8,animal were going to,7.7455,8716.19,2656.69
Max,Riad,114.727,108.993,were going to be,5.7339,6452.57,1966.74
Max,Riad,114.727,110.66,were going to be,4.0673,4577.02,1395.07
Max,Kush,114.727,118.513,were going to be,3.7861,4260.57,1298.62
Max,Kush,114.727,120.58,were going to be,5.8527,6586.25,2007.49
Max,Alicia,114.727,105.45,were going to be,9.2773,10439.99,3182.1
Max,Alicia,114.727,106.95,were going to be,7.7773,8752.0,2667.6
Max,Riad,114.909,110.827,going to be seeing,4.0824,4594.07,1400.27
Max,Kush,114.909,120.866,going to be seeing,5.9566,6703.17,2043.12
Max,Alicia,114.909,107.1,going to be seeing,7.8091,8787.8,2678.52
Max,Riad,115.091,110.993,to be seeing today,4.0976,4611.12,1405.47
Max,Kush,115.091,121.151,to be seeing today,6.0605,6820.08,2078.76
Max,Alicia,115.091,107.25,to be seeing today,7.8409,8823.61,2689.43
Max,Riad,115.273,111.16,be seeing today okay,4.1127,4628.18,1410.67
Max,Alicia,115.273,107.4,be seeing today okay,7.8727,8859.42,2700.35
Max,Riad,116.0,113.367,animals i love animals,2.6333,2963.37,903.23
Max,Kush,116.0,122.58,animals i love animals,6.58,7404.67,2256.94
Max,Alicia,116.0,109.0,animals i love animals,7.0,7877.31,2401.0
Max,Riad,116.5,113.7,i love animals okay,2.8,3150.92,960.4
Max,Alicia,116.5,109.5,i love animals okay,7.0,7877.31,2401.0
Max,Riad,117.0,114.033,love animals okay so,2.9667,3338.48,1017.57
Max,Alicia,117.0,110.0,love animals okay so,7.0,7877.31,2401.0
Max,Riad,117.5,114.367,animals okay so first,3.1333,3526.03,1074.73
Max,Alicia,117.5,110.5,animals okay so first,7.0,7877.31,2401.0
Max,Riad,118.0,114.7,okay so first things,3.3,3713.59,1131.9
Max,Alicia,118.0,111.0,okay so first things,7.0,7877.31,2401.0
Max,Riad,118.4,115.7,so first things first,2.7,3038.39,926.1
Max,Kush,118.4,124.602,so first things first,6.2018,6979.09,2127.22
Max,Alicia,118.4,111.182,so first things first,7.2182,8122.84,2475.84
Max,Riad,118.8,115.95,first things first im,2.85,3207.19,977.55
Max,Kush,118.8,124.824,first things first im,6.0236,6778.58,2066.11
Max,Alicia,118.8,111.364,first things first im,7.4364,8368.36,2550.67
Max,Riad,119.2,116.2,things first im going,3.0,3375.99,1029.0
Max,Kush,119.2,125.045,things first im going,5.8455,6578.07,2004.99
Max,Alicia,119.2,111.545,things first im going,7.6545,8613.89,2625.51
Max,Riad,119.6,116.45,first im going to,3.15,3544.79,1080.45
Max,Kush,119.6,125.267,first im going to,5.6673,6377.55,1943.87
Max,Alicia,119.6,111.727,first im going to,7.8727,8859.42,2700.35
Max,Riad,120.0,116.7,im going to draw,3.3,3713.59,1131.9
Max,Riad,120.0,129.843,im going to draw,9.8429,11076.46,3376.1
Max,Riad,120.0,133.7,im going to draw,13.7,15417.02,4699.1
Max,Kush,120.0,125.489,im going to draw,5.4891,6177.04,1882.76
Max,Alicia,120.0,111.909,im going to draw,8.0909,9104.94,2775.18
Max,Alicia,120.0,131.0,im going to draw,11.0,12378.63,3773.0
Max,Riad,120.4,116.867,going to draw a,3.5333,3976.17,1211.93
Max,Riad,120.4,129.986,going to draw a,9.5857,10787.09,3287.9
Max,Riad,120.4,133.922,going to draw a,13.5222,15216.96,4638.12
Max,Kush,120.4,125.711,going to draw a,5.3109,5976.53,1821.64
Max,Alicia,120.4,112.091,going to draw a,8.3091,9350.47,2850.02
Max,Alicia,120.4,131.111,going to draw a,10.7111,12053.53,3673.91
Max,Riad,122.0,117.7,my favorite animal is,4.3,4838.92,1474.9
Max,Kush,122.0,126.82,my favorite animal is,4.82,5424.09,1653.26
Max,Alicia,122.0,113.0,my favorite animal is,9.0,10127.97,3087.0
Max,Riad,122.333,118.033,favorite animal is a,4.3,4838.92,1474.9
Max,Kush,122.333,127.307,favorite animal is a,4.9733,5596.64,1705.85
Max,Riad,122.667,118.367,animal is a monkey,4.3,4838.92,1474.9
Max,Kush,122.667,127.793,animal is a monkey,5.1267,5769.19,1758.45
Max,Riad,123.0,118.7,is a monkey well,4.3,4838.92,1474.9
Max,Kush,123.0,128.28,is a monkey well,5.28,5941.74,1811.04
Max,Riad,123.333,119.033,a monkey well get,4.3,4838.92,1474.9
Max,Kush,123.333,128.767,a monkey well get,5.4333,6114.29,1863.63
Max,Riad,123.667,119.367,monkey well get to,4.3,4838.92,1474.9
Max,Kush,123.667,129.253,monkey well get to,5.5867,6286.84,1916.23
Max,Riad,124.0,119.7,well get to that,4.3,4838.92,1474.9
Max,Kush,124.0,129.74,well get to that,5.74,6459.39,1968.82
Max,Alicia,124.0,116.0,well get to that,8.0,9002.64,2744.0
Max,Riad,124.25,119.95,get to that in,4.3,4838.92,1474.9
Max,Kush,124.25,129.89,get to that in,5.64,6346.86,1934.52
Max,Alicia,124.25,116.125,get to that in,8.125,9143.31,2786.88
Max,Riad,124.5,120.2,to that in a,4.3,4838.92,1474.9
Max,Kush,124.5,130.04,to that in a,5.54,6234.33,1900.22
Max,Alicia,124.5,116.25,to that in a,8.25,9283.97,2829.75
Max,Riad,124.75,120.45,that in a little,4.3,4838.92,1474.9
